Diện tích,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Pháp lý,Nội thất
110 m²,"12,9 tỷ",1 tầng,1 phòng,1 phòng,16.0500006202251,108.241063255005,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng.,Cơ bản.
116 m²,"6,25 tỷ",3 tầng,3 phòng,4 phòng,16.0944209844525,108.226990422207,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
"112,5 m²",Thỏa thuận,3 tầng,4 phòng,4 phòng,16.0197881398877,108.228508189186,5 m,"7,5 m",Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng.,
100 m²,"7,9 tỷ",3 tầng,3 phòng,3 phòng,16.0328864460669,108.229334330782,,"7,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng.,
144 m²,17 tỷ,2 tầng,3 phòng,3 phòng,16.0429884425304,108.24414557655,9 m,"10,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
414 m²,125 tỷ,3 tầng,,,16.0710546,108.2180012,18 m,15 m,Đông - Nam,,,
122 m²,"9,7 tỷ",,,,16.0443528178326,108.238176275451,,"7,5 m",,,Sổ đỏ/ Sổ hồng,
60 m²,"10,5 tỷ",4 tầng,7 phòng,7 phòng,16.0504074600598,108.24475176893,5 m,55 m,Tây,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ.
90 m²,"7,2 tỷ",2 tầng,4 phòng,2 phòng,16.047450425686,108.235438054983,5 m,5 m,Tây,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ.
195 m²,26 tỷ,6 tầng,18 phòng,19 phòng,16.0353876743036,108.21431942183,10 m,"10,5 m",Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,Không nội thất.
"79,6 m²",6 tỷ,2 tầng,3 phòng,2 phòng,16.0263131387585,108.24940126206,,33 m,Đông - Bắc,,Sổ đỏ/ Sổ hồng,
84 m²,"2,75 tỷ",1 tầng,3 phòng,2 phòng,16.0669570036152,108.212483645657,"5,4 m",3 m,,,Sổ đỏ/ Sổ hồng,
43 m²,"2,65 tỷ",2 tầng,2 phòng,2 phòng,16.0682324178873,108.201660123251,,"2,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
65 m²,"2,4 tỷ",2 tầng,3 phòng,2 phòng,16.0518562083893,108.169775464932,4 m,4 m,,,Sổ đỏ/ Sổ hồng,
37 m²,"2,2 tỷ",1 tầng,2 phòng,2 phòng,16.071018504794,108.195441690499,,"2,5 m",,,Sổ đỏ/ Sổ hồng,
73 m²,"2,7 tỷ",1 tầng,3 phòng,2 phòng,16.0822518069136,108.15720011669,"4,25 m",4 m,,,,
"114,5 m²","9,5 tỷ",3 tầng,3 phòng,3 phòng,16.09212,108.22558,6 m,12 m,,,Sổ đỏ/ Sổ hồng,Không nội thất
100 m²,8 tỷ,3 tầng,3 phòng,3 phòng,16.0332418393063,108.231661814444,,,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng.,Đầy đủ.
216 m²,17 tỷ,4 tầng,20 phòng,20 phòng,16.0096674,108.2573805,10 m,40 m,Tây,Tây,Sổ đỏ/ Sổ hồng.,
65 m²,"3,15 tỷ",1 tầng,2 phòng,2 phòng,16.0894567220846,108.245897515628,5 m,5 m,Tây,,Sổ đỏ/ Sổ hồng,
99 m²,7 tỷ,4 tầng,,,16.0326023101807,108.233390808105,6 m,"7,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng.,
173 m²,"4,35 tỷ",2 tầng,4 phòng,3 phòng,16.0514864811581,108.17011492949,6 m,6 m,Tây - Bắc,,Sổ đỏ/ Sổ hồng,
100 m²,"7,2 tỷ",3 tầng,3 phòng,3 phòng,,,5 m,"7,5 m",Đông - Nam,,Sổ đỏ/ Sổ hồng,
176 m²,"36,5 tỷ",3 tầng,,,16.0685886,108.2207482,"6,1 m","10,5 m",Tây - Bắc,,,
448 m²,Thỏa thuận,2 tầng,,,16.0435066223145,108.248374938965,,,,,,
100 m²,"7,9 tỷ",2 tầng,4 phòng,3 phòng,16.023724608554,108.212367014314,5 m,"10,5 m",Đông - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ
180 m²,40 tỷ,6 tầng,8 phòng,8 phòng,16.0492280220843,108.247090823318,10 m,,Đông,Đông,Sổ đỏ/ Sổ hồng,
90 m²,"3,95 tỷ",2 tầng,3 phòng,3 phòng,15.9816157038324,108.195810307216,5 m,"7,5 m",Tây,,Sổ đỏ/ Sổ hồng.,
90 m²,"7,2 tỷ",3 tầng,3 phòng,3 phòng,16.0332096,108.2526787,4 m,3 m,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
43 m²,"3,43 tỷ",4 tầng,2 phòng,3 phòng,16.0705975,108.2013051,"4,3 m",,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
49 m²,3 tỷ,2 tầng,3 phòng,2 phòng,16.0657285,108.1991939,5 m,2 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
70 m²,"4,55 tỷ",3 tầng,4 phòng,3 phòng,16.0709471,108.2094714,"5,2 m",,,,Sổ đỏ/ Sổ hồng,Đầy đủ
129 m²,"3,25 tỷ",2 tầng,4 phòng,2 phòng,15.990304,108.2671142,5 m,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
85 m²,"4,45 tỷ",2 tầng,3 phòng,2 phòng,15.990304,108.2671142,"4,3 m","10,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản
90 m²,"4,5 tỷ",2 tầng,3 phòng,2 phòng,,,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
36 m²,"3,35 tỷ",2 tầng,2 phòng,2 phòng,16.0668429,108.1800722,,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
70 m²,10 tỷ,5 tầng,5 phòng,5 phòng,,,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
44 m²,"9,35 tỷ",2 tầng,2 phòng,2 phòng,16.0503756061476,108.215408636312,"5,8 m",10 m,Tây,Tây,,
120 m²,"7,8 tỷ",2 tầng,3 phòng,2 phòng,16.0096674,108.2573805,6 m,"5,5 m",,,,
70 m²,"3,28 tỷ",1 tầng,2 phòng,1 phòng,16.0794372680831,108.158643842844,5 m,"5,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng.,Cơ bản.
81 m²,"24,5 tỷ",8 tầng,,,16.0539251309883,108.246355150536,"4,5 m",,,,,
350 m²,"20,5 tỷ",2 tầng,3 phòng,3 phòng,16.1065392668415,108.258544329078,13 m,15 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
293 m²,23 tỷ,5 tầng,,,16.0957939420668,108.235154235045,,,,,,
552 m²,25 tỷ,,2 phòng,,16.0170230865479,108.260246276855,,,,,Sổ đỏ/ Sổ hồng,- Nội thất cao cấp.
600 m²,Thỏa thuận,2 tầng,3 phòng,,16.0130214691162,108.263740539551,,,,,"Sổ hồng lâu dài, công chứng sang tên ngay.",
211 m²,59 tỷ,4 tầng,4 phòng,4 phòng,16.0598231631665,108.212867203118,9 m,33 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,8 tỷ,3 tầng,6 phòng,6 phòng,16.0324279930781,108.229330920743,6 m,"7,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
100 m²,8 tỷ,4 tầng,6 phòng,6 phòng,16.033109664917,108.224235534668,6 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
72 m²,"4,8 tỷ",3 tầng,3 phòng,3 phòng,16.0925322913279,108.234034516511,4 m,"5,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ
"120,1 m²",Thỏa thuận,,,,16.033109664917,108.224235534668,,,Nam,,,
56 m²,"5,7 tỷ",2 tầng,3 phòng,3 phòng,16.0669309833799,108.240623474264,4 m,"5,5 m",Đông,,Sổ đỏ/ Sổ hồng,Đầy đủ
120 m²,"12,5 tỷ",4 tầng,3 phòng,3 phòng,16.033109664917,108.224235534668,6 m,,Bắc,,Sổ đỏ/ Sổ hồng,Không nội thất.
120 m²,"12,5 tỷ",4 tầng,4 phòng,4 phòng,16.033109664917,108.224235534668,6 m,"15,5 m",Bắc,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.
73 m²,9 tỷ,3 tầng,4 phòng,4 phòng,21.0289486097874,105.852447225903,5 m,"10,5 m",Tây,,Sổ đỏ/ Sổ hồng.,Cơ bản.
120 m²,"11,9 tỷ",,,,16.033109664917,108.224235534668,,30 m,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Không nội thất
360 m²,"12,5 tỷ",,2 phòng,,16.006965637207,108.265907287598,,,,,,
90 m²,"4,6 tỷ",2 tầng,3 phòng,2 phòng,16.028976601911,108.242678445291,"4,5 m",5 m,Đông - Bắc,,Sổ đỏ/ Sổ hồng.,
125 m²,16 tỷ,3 tầng,5 phòng,,16.0346943881731,108.218656285905,5 m,"10,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
90 m²,"5,49 tỷ",4 tầng,4 phòng,3 phòng,16.0773760899308,108.158828249891,5 m,"7,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ.
108 m²,"5,05 tỷ",2 tầng,2 phòng,2 phòng,15.9832468032837,108.252090454102,6 m,"9,5 m",Đông,Đông,Sổ đỏ/ Sổ hồng.,
108 m²,"5,7 tỷ",4 tầng,4 phòng,4 phòng,15.9749128503195,108.261274337769,6 m,"7,5 m",Tây,Tây,Sổ đỏ/ Sổ hồng.,
450 m²,250 triệu/m²,1 tầng,1 phòng,1 phòng,16.0669239250414,108.212393064185,"9,5 m",21 m,Nam,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ
50 m²,"3,4 tỷ",3 tầng,3 phòng,4 phòng,16.0630357086495,108.236191949915,"3,5 m","1,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ.
90 m²,8 tỷ,,3 phòng,3 phòng,16.0722674,108.2407638,,,,,Sổ đỏ/ Sổ hồng,
98 m²,"19,5 tỷ",7 tầng,14 phòng,14 phòng,16.0488330539008,108.243167017976,,,,,Sổ đỏ/ Sổ hồng,
79 m²,"5,65 tỷ",3 tầng,4 phòng,3 phòng,16.0592072,108.1854167,"4,5 m","7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
158 m²,"13,8 tỷ",3 tầng,10 phòng,10 phòng,16.0525106,108.2393159,9 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,
85 m²,20 tỷ,8 tầng,14 phòng,14 phòng,16.0530523743775,108.244216339906,5 m,"7,5 m",Đông,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
91 m²,Thỏa thuận,6 tầng,14 phòng,14 phòng,16.0819075849686,108.244704889172,5 m,,Đông,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
95 m²,"5,3 tỷ",2 tầng,3 phòng,3 phòng,16.0299034118652,108.240165710449,5 m,"7,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng.,
55 m²,"3,4 tỷ",1 tầng,2 phòng,1 phòng,16.0603291886862,108.232676515418,"4,4 m","3,75 m",Bắc,,Sổ đỏ/ Sổ hồng,
50 m²,"9,5 tỷ",4 tầng,3 phòng,4 phòng,16.0505275986869,108.215035003733,5 m,"10,5 m",Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng.,Không nội thất.
81 m²,"5,95 tỷ",3 tầng,3 phòng,3 phòng,16.0241383984094,108.212742002177,5 m,"10,5 m",Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ.
80 m²,"6,59 tỷ",4 tầng,4 phòng,4 phòng,16.0675054216062,108.234635222843,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
250 m²,"17,9 tỷ",3 tầng,4 phòng,5 phòng,16.0173435211182,108.241027832031,10 m,7 m,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng.,Đầy đủ.
"102,6 m²","3,5 tỷ",1 tầng,2 phòng,1 phòng,16.0048611519787,108.19487559385,,"5,5 m",Tây,,Sổ đỏ/ Sổ hồng,
85 m²,Thỏa thuận,8 tầng,15 phòng,15 phòng,16.0527051,108.2443032,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
95 m²,"5,5 tỷ",3 tầng,3 phòng,3 phòng,16.0819479190531,108.234995942376,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
"67,5 m²","6,98 tỷ",3 tầng,4 phòng,4 phòng,16.0886078201423,108.217126752054,"4,5 m",5 m,Đông - Nam,Đông - Nam,Hợp đồng mua bán,Đầy đủ
82 m²,Thỏa thuận,4 tầng,,,16.063996,108.221424,"9,2 m","10,5 m",,,Sổ đỏ/ Sổ hồng,
108 m²,150 triệu/m²,,,,16.0883827209473,108.228889465332,6 m,15 m,Tây - Nam,Tây - Nam,,
"112,5 m²","6,7 tỷ",3 tầng,3 phòng,3 phòng,16.0180140324551,108.232071566594,5 m,"7,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng.,Cơ bản.
90 m²,"12,8 tỷ",3 tầng,5 phòng,4 phòng,16.0686812070666,108.237935349033,5 m,75 m,,,Sổ đỏ/ Sổ hồng,Cơ bản.
120 m²,"18,49 tỷ",3 tầng,3 phòng,2 phòng,16.0432517939002,108.244269991177,6 m,"10,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
160 m²,"10,5 tỷ",4 tầng,10 phòng,10 phòng,16.0579789719848,108.238869587959,5 m,6 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
1.250 m²,135 tỷ,3 tầng,,,16.0601003187513,108.211167406375,,"7,5 m",,,,
70 m²,"9,5 tỷ",4 tầng,5 phòng,5 phòng,16.0476897,108.2466488,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,
"65,5 m²","7,9 tỷ",3 tầng,4 phòng,3 phòng,16.0598433563835,108.187105377688,,,Bắc,,Sổ đỏ/ Sổ hồng,
77 m²,"1,85 tỷ",1 tầng,2 phòng,1 phòng,16.0485654732465,108.18141155343,,,,,Sổ đỏ/ Sổ hồng,
220 m²,"27,5 tỷ",4 tầng,5 phòng,5 phòng,16.0430209,108.2215375,"8,5 m",15 m,Tây,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ.
152 m²,"28,5 tỷ",3 tầng,4 phòng,4 phòng,16.0726239,108.2430032,7 m,"10,5 m",Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ
80 m²,"2,39 tỷ",1 tầng,2 phòng,1 phòng,15.9946026176193,108.23902458769,4 m,35 m,,,Sổ đỏ/ Sổ hồng,
"50,6 m²",3 tỷ,2 tầng,3 phòng,2 phòng,16.0506242944254,108.215084130801,3 m,2 m,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản.
87 m²,"12,7 tỷ",7 tầng,8 phòng,8 phòng,16.0692929273267,108.235644130397,5 m,"5,5 m",Nam,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.
95 m²,"6,2 tỷ",3 tầng,2 phòng,2 phòng,16.0333713725245,108.210293285859,5 m,"5,5 m",Tây,Tây,Sổ đỏ/ Sổ hồng.,Cơ bản
118 m²,"6,5 tỷ",3 tầng,4 phòng,4 phòng,16.094280528046,108.227244434188,,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
75 m²,"4,4 tỷ",3 tầng,3 phòng,,16.0886408,108.2392639,,"5,5 m",,,,
270 m²,24 tỷ,2 tầng,4 phòng,,16.0299034118652,108.240165710449,15 m,"7,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ
"181,6 m²","16,8 tỷ",3 tầng,5 phòng,4 phòng,16.0741157,108.2417366,10 m,6 m,Nam,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ.
288 m²,22 tỷ,,4 phòng,5 phòng,16.0238418,108.2433046,15 m,"7,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng.,
109 m²,Thỏa thuận,,,,16.0582042,108.2361429,,"5,5 m",,,,
112 m²,"7,5 tỷ",3 tầng,3 phòng,4 phòng,16.017974090668,108.232381315938,5 m,"7,5 m",Tây - Nam,,,
100 m²,"4,15 tỷ",3 tầng,,,16.0346421329045,108.179883756178,"5,5 m","5,5 m",Đông - Nam,Đông,Sổ đỏ/ Sổ hồng,Không nội thất.
100 m²,"7,2 tỷ",3 tầng,3 phòng,4 phòng,15.9993014532413,108.223664836175,,,,,,
120 m²,"7,2 tỷ",3 tầng,3 phòng,4 phòng,16.0198869007172,108.226671870517,5 m,,,,,
227 m²,139 tỷ,15 tầng,70 phòng,,16.0829995,108.247828,10 m,,,,Sổ đỏ/ Sổ hồng.,
105 m²,"8,2 tỷ",3 tầng,,,16.056133485526,108.166122360478,5 m,,Đông - Nam,,,
204 m²,"17,5 tỷ",,,,16.0581268,108.2097079,"7,2 m","7,5 m",Tây,,Sổ đỏ/ Sổ hồng,
83 m²,30 tỷ,3 tầng,,,16.0676312,108.215859,9 m,,,,,
83 m²,30 tỷ,3 tầng,,,16.066927,108.2123868,9 m,,,,Sổ đỏ/ Sổ hồng.,
79 m²,"6,6 tỷ",3 tầng,3 phòng,,16.0677944,108.2347868,"4,5 m","5,5 m",Đông - Nam,,Sổ đỏ/ Sổ hồng,
618 m²,71 tỷ,5 tầng,,,16.0792406,108.2149453,,,,,Sổ đỏ/ Sổ hồng.,
160 m²,"9,85 tỷ",3 tầng,6 phòng,6 phòng,16.0934013722076,108.235055751575,8 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
95 m²,"6,2 tỷ",3 tầng,4 phòng,3 phòng,16.0334044964365,108.210362254785,5 m,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
315 m²,21 tỷ,3 tầng,5 phòng,5 phòng,16.0299034118652,108.240165710449,14 m,"7,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
67 m²,"2,85 tỷ",2 tầng,2 phòng,2 phòng,16.0708608212011,108.215361604578,6 m,3 m,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,
150 m²,Thỏa thuận,,,,16.0041121833751,108.246988852458,"7,5 m","7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
110 m²,"13,5 tỷ",5 tầng,12 phòng,,16.0702011534073,108.243485639991,,"5,5 m",,,Sổ đỏ/ Sổ hồng,
137 m²,"5,1 tỷ",2 tầng,10 phòng,10 phòng,16.0446690672096,108.219200481399,"5,1 m",7 m,,,,
93 m²,"5,75 tỷ",2 tầng,,,16.0746319804224,108.174928638887,,"7,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng,Cơ bản
"131,2 m²",20 tỷ,8 tầng,20 phòng,20 phòng,16.0476542183709,108.246811060106,,"5,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
100 m²,"5,9 tỷ",3 tầng,3 phòng,3 phòng,21.0163377,105.7840464,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,
100 m²,"4,35 tỷ",2 tầng,3 phòng,2 phòng,16.007712,108.2143402,,"5,5 m",Đông - Nam,,,Đầy đủ.
168 m²,15 tỷ,5 tầng,15 phòng,15 phòng,16.018976,108.1968731,"8,5 m","10,5 m",Tây - Bắc,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
"112,5 m²","7,5 tỷ",2 tầng,3 phòng,4 phòng,16.0179291,108.2323593,5 m,"7,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ
500 m²,Thỏa thuận,,5 phòng,3 phòng,16.0207447,108.2117816,25 m,33 m,,,Sổ đỏ/ Sổ hồng,
252 m²,Thỏa thuận,,,,16.0137392217954,108.232203138333,15 m,"7,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ
"78,4 m²","18,5 tỷ",4 tầng,4 phòng,3 phòng,16.0559580624264,108.211845210024,"4,8 m",20 m,Đông - Bắc,,Sổ đỏ/ Sổ hồng,
95 m²,"13,5 tỷ",3 tầng,4 phòng,4 phòng,16.0599170649175,108.230364998885,"7,3 m",105 m,,,Sổ đỏ/ Sổ hồng,
90 m²,Thỏa thuận,4 tầng,6 phòng,7 phòng,16.0499238113726,108.24571629463,5 m,,Bắc,Bắc,Sổ đỏ/ Sổ hồng.,Đầy đủ.
100 m²,"5,7 tỷ",1 tầng,2 phòng,1 phòng,16.0807220410666,108.231637085096,5 m,7 m,,,Sổ đỏ/ Sổ hồng.,
120 m²,13 tỷ,3 tầng,4 phòng,4 phòng,16.0921192169189,108.225578308105,6 m,36 m,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng.,Đầy đủ.
"93,6 m²",8 tỷ,3 tầng,6 phòng,3 phòng,16.0523005453398,108.234366564199,"5,2 m",,,,Sổ đỏ/ Sổ hồng,Đầy đủ
200 m²,"12,5 tỷ",3 tầng,4 phòng,5 phòng,16.0299034118652,108.240165710449,10 m,"7,5 m",Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.
"95,5 m²","8,5 tỷ",3 tầng,4 phòng,4 phòng,16.0420217063023,108.211129280012,5 m,"7,5 m",Đông,,Sổ đỏ/ Sổ hồng.,
120 m²,Thỏa thuận,4 tầng,5 phòng,5 phòng,16.033109664917,108.224235534668,6 m,"15,5 m",Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ.
250 m²,"14,8 tỷ",,,,16.0299673008232,108.241948385363,12 m,11 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
240 m²,52 tỷ,8 tầng,18 phòng,19 phòng,16.055035042942,108.241807265348,"8,8 m",30 m,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng.,Đầy đủ.
92 m²,Thỏa thuận,1 tầng,2 phòng,1 phòng,16.1243028254926,108.119219875129,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,
100 m²,"2,7 tỷ",2 tầng,3 phòng,2 phòng,16.0153976672506,108.203537513541,5 m,,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản
120 m²,"7,5 tỷ",2 tầng,3 phòng,3 phòng,16.0376116317857,108.244754749725,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
183 m²,12 tỷ,3 tầng,4 phòng,4 phòng,16.0144064344632,108.221996856399,"9,5 m","7,4 m",Tây - Nam,,Sổ đỏ/ Sổ hồng.,
100 m²,"5,9 tỷ",3 tầng,3 phòng,3 phòng,16.0117858453497,108.21855326375,5 m,"7,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng.,
120 m²,12 tỷ,4 tầng,4 phòng,5 phòng,16.033109664917,108.224235534668,6 m,,Bắc,,Sổ đỏ/ Sổ hồng.,
105 m²,"8,2 tỷ",3 tầng,4 phòng,4 phòng,21.0163377,105.7840464,"7,5 m","7,5 m",Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ.
300 m²,Thỏa thuận,,,,16.0159802232848,108.217669354468,15 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
180 m²,Thỏa thuận,6 tầng,,,16.0492686238927,108.24726488355,,,,,,
427 m²,12 tỷ,3 tầng,5 phòng,,15.9745941162109,108.278297424316,,,,,,
100 m²,"6,89 tỷ",3 tầng,6 phòng,4 phòng,15.9927078,108.2075372,5 m,15 m,Đông,Đông,Sổ đỏ/ Sổ hồng,
159 m²,"7,5 tỷ",1 tầng,2 phòng,2 phòng,15.9924275,108.2120282,"8,2 m","7,5 m",Nam,Tây,Sổ đỏ/ Sổ hồng.,
79 m²,"6,8 tỷ",4 tầng,4 phòng,4 phòng,16.069067201328,108.235111690521,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
590 m²,Thỏa thuận,3 tầng,5 phòng,4 phòng,16.0170230865479,108.260246276855,14 m,,Đông,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,"7,6 tỷ",3 tầng,3 phòng,2 phòng,16.0022371271074,108.219738241155,5 m,15 m,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng.,Cơ bản.
120 m²,"16,5 tỷ",5 tầng,9 phòng,9 phòng,16.0359071,108.2131678,"6,5 m","10,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
124 m²,"7,31 tỷ",3 tầng,3 phòng,5 phòng,16.0261984852219,108.175197332142,6 m,,Đông,,Sổ đỏ/ Sổ hồng,
90 m²,31 tỷ,,,,16.0711238822379,108.224291061908,,,,,Sổ đỏ/ Sổ hồng,
93 m²,"9,3 tỷ",2 tầng,3 phòng,4 phòng,16.0711676965383,108.195576719762,,"10,5 m",,,,
200 m²,"37,5 triệu/m²",3 tầng,4 phòng,3 phòng,15.990304,108.2671142,,"10,5 m",,,Sổ đỏ/ Sổ hồng,
133 m²,"6,5 tỷ",2 tầng,2 phòng,3 phòng,16.0124803878181,108.238697846038,"6,7 m","7,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng.,
200 m²,"15,8 tỷ",2 tầng,3 phòng,3 phòng,16.07209178614,108.173546609636,10 m,15 m,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng.,Cơ bản
300 m²,Thỏa thuận,2 tầng,4 phòng,,16.0435066223145,108.248374938965,,,,,,Full nội thất chuẩn 5*.
56 m²,"4,6 tỷ",3 tầng,3 phòng,4 phòng,16.041423412571,108.218034860097,5 m,6 m,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ
"729,5 m²",Thỏa thuận,2 tầng,4 phòng,4 phòng,16.0170230865479,108.260246276855,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
95 m²,"6,4 tỷ",4 tầng,5 phòng,5 phòng,16.0313257907131,108.249932964905,5 m,"7,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng,
100 m²,"8,2 tỷ",3 tầng,3 phòng,3 phòng,16.0324265989118,108.229325453173,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ
100 m²,8 tỷ,3 tầng,3 phòng,3 phòng,16.0216741,108.2279361,5 m,"10,5 m",Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ
370 m²,28 tỷ,4 tầng,8 phòng,5 phòng,16.0178076582192,108.212180601012,14 m,6 m,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ.
"90,5 m²","6,8 tỷ",2 tầng,4 phòng,4 phòng,16.0563678,108.2414295,"3,7 m",7 m,,,Sổ đỏ/ Sổ hồng,Cơ bản
100 m²,"7,5 tỷ",3 tầng,3 phòng,4 phòng,16.0179269290333,108.232201301943,5 m,"10,5 m",Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng.,Cao cấp.
182 m²,"12,5 tỷ",2 tầng,3 phòng,4 phòng,15.983293170798,108.211101672069,,"7,5 m",Tây - Bắc,Đông - Bắc,,
120 m²,Thỏa thuận,4 tầng,4 phòng,5 phòng,16.033109664917,108.224235534668,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
120 m²,"15,5 tỷ",4 tầng,5 phòng,4 phòng,16.033109664917,108.224235534668,,,,,Sổ đỏ/ Sổ hồng,Không nội thất
"72,4 m²","4,95 tỷ",3 tầng,4 phòng,4 phòng,16.030044,108.225484,5 m,6 m,Nam,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ
500 m²,42 tỷ,3 tầng,5 phòng,6 phòng,16.0173435211182,108.241027832031,,,,,,
200 m²,"5,98 tỷ",3 tầng,4 phòng,4 phòng,15.999386,108.2040784,10 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
