Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Bình An 2, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 60 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" 56 Đường Nguyễn Đăng Giai, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng", 8 tỷ , 95 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,2
" Đường Nguyễn Đăng Tuyển, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 4,18 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" 24 Đường Đỗ Xuân Hợp, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 75 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 12,8 tỷ ", 108 m2,_,Nhà mặt tiền,---,5m,---,7
" Đường Thanh Lương 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,75 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Hà Huy Tập, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 2,1 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Vũ Tông Phan, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,7 tỷ ", 113 m2,_,Nhà trong hẻm,---,8m,14m,2
" Đường Hải Sơn, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 7,8 tỷ ", 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,3
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 101 m2,_,Nhà trong hẻm,---,"4,2m",24m,4
" Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,6 tỷ ", 66 m2,_,Nhà mặt tiền,---,"4,5m",15m,2
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,95 tỷ ", 53 m2,_,Nhà trong hẻm,---,5m,"10,5m",1
" Đường Hoàng Diệu, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 118 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,9m",19m,3
" Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","11,5m",2
" Đường Lý Nhật Quang., Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 37 tỷ , 375 m2,_,Nhà mặt tiền,---,15m,25m,6
" Đường Lương Thế Vinh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 60 m2,_,Nhà mặt tiền,---,4m,15m,2
" Đường Nghiêm Xuân Yêm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 10,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4
" 505 Đường Hoà Minh 21, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,599 tỷ ", 72 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,3
" 506 Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,99 tỷ ", 90 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" 504 Đường Đặng Minh Khiêm, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,599 tỷ ", 80 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3
" 503 Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,95 tỷ ", 77 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,3
" 500 Đường Dương Đức Hiền, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,5 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,3
" 501 Đường Đồng Trí 3, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 4,3 tỷ ", 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" 502 Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 7,8 tỷ ", 55 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,11m,4
" 72 Đường Nguyễn Chích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,8 tỷ ", 75 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 1,89 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,45 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 19,5 tỷ ", 140 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,45 tỷ ", 55 m2,_,Nhà trong hẻm,---,"4,5m",---,3
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 23 tỷ , 125 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,3m",17m,2
" Đường An Thượng 28, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 12 tỷ , 90 m2,Bắc,Nhà mặt tiền,---,"4,5m",---,4
" Đường An Thượng 17, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,2 tỷ ", 60 m2,Đông,Nhà mặt tiền,---,4m,---,1
" Đường Mỹ Đa Đông 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,5 tỷ ", 105 m2,Tây,Nhà mặt tiền,---,"5,05m",---,3
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,5 tỷ ", 115 m2,Tây,Nhà mặt tiền,---,5m,---,4
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 85 m2,Đông,Nhà mặt tiền,---,"3,95m",---,3
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 12 tỷ , 114 m2,Tây,Nhà mặt tiền,---,5m,---,2
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 70 m2,Tây,Nhà mặt tiền,---,6m,---,4
" Đường Ung Văn Khiêm, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 74 m2,Đông Nam,Nhà mặt tiền,---,"4,5m",---,3
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 110 m2,Đông,Nhà mặt tiền,---,5m,---,3
" Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 74 m2,Tây,Nhà mặt tiền,---,5m,---,4
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,98 tỷ ", 62 m2,Tây Nam,Nhà mặt tiền,---,5m,---,4
" Đường An Thượng 5, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,3 tỷ ", 68 m2,Tây,Nhà mặt tiền,---,"4,5m",---,2
" Đường Lê Quang Đạo, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,5 tỷ ", 82 m2,Tây,Nhà mặt tiền,---,"4,5m",---,4
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,45 tỷ ", 51 m2,_,Nhà mặt tiền,---,"4,3m",---,1
" Đường An Thượng 8, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 67 m2,Bắc,Nhà mặt tiền,---,"4,5m",---,2
" Đường Mỹ Đa Tây, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,3 tỷ ", 85 m2,Đông Nam,Nhà mặt tiền,---,5m,---,3
" Đường An Thượng 22, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,2 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",---,3
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 20,5 tỷ ", 123 m2,Bắc,Nhà mặt tiền,---,"5,2m",---,2
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,6 tỷ ", 70 m2,Tây,Nhà mặt tiền,---,6m,---,4
" Đường An Nhơn 7, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,5 tỷ ", 70 m2,Đông Bắc,Nhà mặt tiền,---,5m,---,3
" Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,7 tỷ ", 78 m2,Tây,Nhà mặt tiền,---,5m,---,1
" Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,"6,5m",15m,1
" Đường An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,7 tỷ ", 39 m2,_,Nhà trong hẻm,---,"3,75m",---,1
" Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,5 tỷ ", 60 m2,Tây Nam,Nhà trong hẻm,---,---,---,2
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 112 m2,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,"22,5m",3
" Đường Vũ Đình Liên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,85 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,2
" Đường Thanh Lương 16, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,95 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,2
" Đường Nguyễn Mỹ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,8 tỷ ", 120 m2,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,24m,3
" Đường Liêm Lạc 20, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 2,59 tỷ ", 100 m2,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,1
" Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng"," 2,5 tỷ ", 116 m2,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5m,"23,2m",1
" Đường Thanh Lương 16, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,45 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Xuân Đán 2, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 5,1 tỷ ", 89 m2,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5m,"17,8m",1
" Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,75 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Cồn Dầu 1, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Huỳnh Ngọc Đủ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,75 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Trần Kim Xuyến, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,45 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,4 tỷ ", 80 m2,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,"4,55m","18,23m",3
" Đường Phong Bắc 6, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,6 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,2
" Đường Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,7 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,4
" Đường Thanh Lương 15, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,2
" Đường Phan Văn Đáng, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 4,85 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Trần Kim Xuyến, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,8 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,2
" Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 74 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",3
" Đường Bắc Sơn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 100 m2,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,7 tỷ ", 85 m2,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,17m,3
" Trung Lương 17, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Bùi Giáng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 90 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,18m,2
" Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Thanh Lương 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 5 tỷ , 100 m2,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,4
" Đường Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 7 tỷ , 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Trung Lương 12, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5m,20m,3
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 4,95 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 4,95 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,15m,1
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,5 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Ngô Văn Sở, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 8,9 tỷ ", 125 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,---
" Đường Lê Thánh Tôn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 21,2 tỷ ", 107 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,85m",22m,3
" Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 10,9 tỷ ", 116 m2,Tây Nam,Nhà mặt tiền,---,"7,4m",19m,2
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,1 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,---,2
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,1 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m",---,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,05 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,9 tỷ ", 150 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 2,95 tỷ ", 82 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,---,---
" Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,6 tỷ ", 208 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Phước Trường 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Phạm Cự Lượng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 20,5 tỷ ", 155 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,11m,---,3
" Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,6 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" 196 Đường Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Phạm Văn Nghị, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,29 tỷ ", 60 m2,_,Nhà trong hẻm,---,---,---,3
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 56 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,3
" Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 7,6 tỷ ", 148 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,8m",22m,4
" Đà Nẵng Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 45 tỷ , 180 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,18m,6
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,95 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,2
" Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,95 tỷ ", 160 m2,_,Nhà mặt tiền,---,7m,---,2
" Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,7 tỷ ", 78 m2,_,Nhà mặt tiền,---,---,---,2
" Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng", 2 tỷ , 100 m2,_,Nhà trong hẻm,---,---,---,2
" Đường Điện Biên Phủ, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,8 tỷ ", 85 m2,_,Nhà mặt tiền,---,6m,14m,2
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 12,5 tỷ ", 155 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,31m,2
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,5 tỷ ", 55 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3
" Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 11,5 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,4
" Đường Hóa Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 14,9 tỷ ", 412 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,4
" Đường An Hải 20, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 6,4 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" 451 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 9,8 tỷ ", 119 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,---,2
" kiệt Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,55 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 32 tỷ , 540 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,67m,1
" Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,45 tỷ ", 56 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,7m,1
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 4,6 tỷ ", 79 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m",18m,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,2
" Đường An Hải 20, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Cẩm Bắc 9, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Nguyễn Đóa, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,68 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 25 tỷ , 154 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m",23m,4
" Đường Phạm Quang Ảnh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 9,5 tỷ ", 133 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",32m,2
" Đường Trần Phú, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 11 tỷ , 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,2m",18m,3
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 6,35 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,17m,3
" Đường Bế Văn Đàn, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 6,7 tỷ ", 86 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,4m",3
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,3
" Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 7,6 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",17m,1
" Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,2 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Lê Thạch, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 94 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",21m,2
" Đường An Hải 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,69 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",18m,3
