Address,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude
" Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 70 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,2,16.0330419,108.218653
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,5 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,12m,---,1,16.0633931,108.2362933
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,8 tỷ ", 50 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,16.0521384,108.2474796
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,95 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,3,16.0435195,108.2374131
" Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,25 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,1,16.0486433,108.2485294
" Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,45 tỷ ", 114 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2,16.030072,108.2112972
" 0-0 Đường Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,85 tỷ ", 67 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","15,6m",1,16.0617663,108.2343698
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,2,16.0318761,108.2319729
" Đường Bình An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 61 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3,16.0389469,108.2162899
" Đường Bàu Tràm 1, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 76 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3,16.0336171,108.2117836
" Đường Phan Kế Bính, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 67 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",---,1,16.0822959,108.2171632
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,9 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,1,16.0415125,108.2168663
" Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 10,2 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0419706,108.2135436
" Đường Hoa Lư, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 72 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,16.0924565,108.2357973
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 192 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,---,6,16.0187869,108.2481757
" Đường Tôn Thất Tùng, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 7,5 tỷ ", 90 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3,16.0579292,108.2114082
" Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,15 tỷ ", 61 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1,16.0475714,108.2408626
" Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,4 tỷ ", 81 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2,16.0567276,108.244559
" Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,8 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,16.0927774,108.2325991
" Đường Ngô Trí Hòa, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,2 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,1,16.0909323,108.2337503
" Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 110 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,16.0698367,108.2367705
" Đường Nhơn Hòa 19, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,05 tỷ ", 113 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1,16.0440402,108.170996
" Đường Tạ Mỹ Duật, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,4 tỷ ", 88 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,16.0697911,108.2343071
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 72 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3,16.0510925,108.2362391
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,16.017943,108.2323619
" Đường Bùi Xương Trạch, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 144 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,1,16.0223912,108.2055766
" Đường Huỳnh Lý, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 56 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,,
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 100 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,15.9999497,108.2153837
" Đường Nguyễn Tri Phương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 8,8 tỷ ", 102 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,6m",---,5,16.0542218,108.2102399
" Đường Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,65 tỷ ", 58 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,,
" Đường An Mỹ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 4,7 tỷ ", 56 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,16.0644931,108.2310416
" Đường Nguyễn Thuật, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 125 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,,
" Đường Hòa Minh 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,3 tỷ ", 81 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","18,1m",3,16.0811599,108.1636578
" Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,85 tỷ ", 60 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0547787,108.1664238
" Đường Đặng Như Mai, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 88 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,1,16.0524789,108.1713965
" Đường Nguyễn Nho Túy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 75 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2,16.0209382,108.2085527
" Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 10,9 tỷ ", 89 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","19,8m",5,16.0722537,108.2373694
" Đường Hòa Minh 3, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,49 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,16.0825294,108.1617944
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 4,95 tỷ ", 92 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"18,5m",1,16.0558059,108.2394047
" Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,45 tỷ ", 61 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,2,16.0112872,108.1999469
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,4 tỷ ", 120 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,24m,1,16.0551626,108.1541294
" Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,49 tỷ ", 114 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2,16.030072,108.2112972
" Đường Hà Văn Trí, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,3 tỷ ", 81 m2,Đông,Nhà trong hẻm,---,"4,2m",---,2,16.0282038,108.2103985
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 105 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",---,2,16.0785524,108.2159741
" Đường Hoàng Văn Thụ, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 45 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2,16.062964,108.2199329
" Đường Ông Ích Khiêm, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 4,95 tỷ ", 55 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,4,16.0630061,108.2157724
" Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 1,9 tỷ ", 108 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,---,1,16.0868495,108.1528967
" Đường Huỳnh Tấn Phát, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 9,6 tỷ ", 98 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,5m",2,16.0353736,108.2143518
" Đường Quán Khái, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,85 tỷ ", 68 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2,15.9889448,108.253056
" Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 59 m2,Tây Bắc,Nhà trong hẻm,---,"4,5m","12,5m",1,16.0465288,108.2074396
" đường hòa sơn 6 Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng"," 2,35 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0463555,108.1079064
" Đường Ngô Thị Liễu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 82 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"16,5m",3,,
" Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,6 tỷ ", 78 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,2,16.0526414,108.2093775
" Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 21 tỷ , 141 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",26m,2,16.0564544,108.246868
" 20 Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 4,99 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,17m,3,16.0774672,108.2194231
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 43 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,55m","12,4m",3,16.0454541,108.2183326
" Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,35 tỷ ", 125 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,15.9970496,108.2150773
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 108 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,21m,3,16.078156,108.2150772
" Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 56 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2,16.0311397,108.2273853
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3,16.0312252,108.216254
" Đường Mỹ An 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,2 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0418126,108.2395435
" Đường An Thượng 20, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 7 tỷ , 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,3,16.0517453,108.2414829
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 24 tỷ , 123 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,1m","17,85m",2,16.0514959,108.2191998
" Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 70 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,4,,
" Đường Man Thiện, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 8,9 tỷ ", 96 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,3,,
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 13 tỷ , 133 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,9m",26m,3,16.063099,108.2418134
" Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 5 tỷ , 77 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1,16.0581073,108.2392177
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,6m",11m,2,16.0658589,108.2010178
" trường thi 4 Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 11,2 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,5,16.060738,108.2044253
" trường thi 5 Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 12,8 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,7,16.0603501,108.2046577
" 38 Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 5,1 tỷ ", 86 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,9m",22m,3,16.0597301,108.2380867
" Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,99 tỷ ", 61 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,11m,2,16.0475714,108.2408626
" Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 46 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,3m",14m,2,16.0748573,108.2106611
" Đường Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,4 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0202118,108.2268303
" Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 10,9 tỷ ", 88 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",19m,5,16.0722537,108.2373694
" Đường Bình Hòa 4, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.025345,108.2121536
" Đường Đoàn Thị Điểm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 2,05 tỷ ", 30 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",8m,2,16.0664224,108.2167074
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,2 tỷ ", 70 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,4m",16m,3,16.0674661,108.1932536
" K33 Đường Nam Cao, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,85 tỷ ", 117 m2,_,Nhà trong hẻm,---,5m,---,---,16.0648051,108.1480716
" K34 Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 2,1 tỷ ", 76 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,---,16.0709446,108.1464717
" 161/53 Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 1,78 tỷ ", 81 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,---,16.0649884,108.1472612
" 29 Đường Bạch Thái Bưởi, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 4,25 tỷ ", 97 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,---,,
" Đường Tiên Sơn 17 Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 70 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","15,6m",---,16.0296234,108.2201559
" Đường Nguyễn Chánh, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,02m",---,2,,
" Đường Thanh Lương 15, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.009436,108.2250333
" Đường An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,5 tỷ ", 71 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,06m","14,18m",4,16.0515372,108.2430561
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 9 tỷ , 89 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,44m","16,85m",4,,
" Đường Trần Tấn Mới, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,5,16.0418156,108.2080186
" Đường Lê Văn Thiêm, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3,16.082191,108.2334513
" Đường Nại Hiên Đông 12, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,---,"4,5m","15,3m",3,16.0946584,108.22922
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,5 tỷ ", 72 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,3,16.0907957,108.2355494
" Đường An Cư 5, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,6 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3,16.0740593,108.2410614
" Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,9 tỷ ", 72 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2,16.0931073,108.2313408
" Đường Võ Trường Toản, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 52 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,13m,2,16.0799284,108.2295597
" Đường Nại Hiên Đông 12, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,2 tỷ ", 65 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2,16.0946584,108.22922
" Đường Nại Hiên Đông 2, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2,16.0914247,108.2353982
" Đường Nại Thịnh 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,9 tỷ ", 60 m2,Tây Nam,Nhà mặt tiền,---,4m,15m,2,16.0888688,108.2361051
" Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 55 m2,Bắc,Nhà mặt tiền,---,"5,5m",10m,2,16.0529216,108.2359421
" Đường Tạ Mỹ Duật, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,95 tỷ ", 88 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2,16.0697911,108.2343071
" Đường Nguyễn Địa Lô, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,5 tỷ ", 72 m2,_,Nhà mặt tiền,---,4m,18m,2,16.0926514,108.2349245
" Đường An Mỹ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 56 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,4,16.0644931,108.2310416
" Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,85 tỷ ", 65 m2,Tây Bắc,Nhà trong hẻm,---,"4,5m",14m,3,16.042668,108.245483
" Đường Tân Phú 2, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,3 tỷ ", 80 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2,16.0841088,108.244829
" Đường Nam Thọ 4, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,2,16.0917245,108.2478841
" Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,2 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0927774,108.2325991
" Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 3,65 tỷ ", 38 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,10m,1,16.0852466,108.2426141
" Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 67 m2,Đông Nam,Nhà trong hẻm,---,4m,17m,2,16.0658149,108.2389006
" Đường Kỳ Đồng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 8,3 tỷ ", 85 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,4,,
" Đường Hồ Nguyên Trừng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 90 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,4,,
" Đường Trương Chí Cương, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 2,55 tỷ ", 66 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,22m,1,16.0308209,108.2265453
" Đường Hoàng Ngọc Phách, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 96 m2,_,Nhà mặt tiền,---,6m,---,2,16.0152242,108.2091285
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,85 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,19m,2,16.0455449,108.2088093
" Đường Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 12,35 tỷ ", 135 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,16m,"8,5m",3,16.024395,108.2210777
" Đường Bình Thái 3, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,1 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0154633,108.2036738
" Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,48 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3,16.0631819,108.1848702
" Đường Kỳ Đồng, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 35,9 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,2,,
" Đường Nguyễn Quý Đức, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0191499,108.2105938
" Đường Kỳ Đồng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 7,99 tỷ ", 104 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,,
