price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
3.75 tỷ,134 m²,5,5,Sổ hồng,3,6.4 m,22 m,Nhà trống,,,,,,
5.3 tỷ,100 m²,3,3,Sổ hồng,1,5 m,20 m,Đang ở,,,,,,
3.39 tỷ,59 m²,2,1,Sổ hồng,2,5 m,12 m,Đang ở,,,,,,
2.19 tỷ,53 m²,2,2,Sổ hồng,2,3.2 m,16 m,Đang ở,,,,,,
1.79 tỷ,39 m²,2,1,Sổ hồng,1,4 m,10 m,Đang ở,,,,,,
2.39 tỷ,30 m²,2,2,Sổ hồng,2,5 m,6 m,Nhà trống,,,,,,
9.5 tỷ,70 m²,5,5,Sổ hồng,4,5 m,14.2 m,Nhà trống,,,,,,
5.95 tỷ,52 m²,4,4,Sổ đỏ,4,4.8 m,11 m,Đang ở,,,,,,
3.6 tỷ,95 m²,3,2,Sổ hồng,2,8 m,11.5 m,Có nội thất,,Hẻm,Đã qua sử dụng,4 m,,
1.99 tỷ,46 m²,2,1,Sổ đỏ,2,3.5 m,13.5 m,Đang ở,,,,,,
3.95 tỷ,72 m²,3,3,Sổ đỏ,3,5 m,14.5 m,Đang ở,,,,,,
9.9 tỷ,65 m²,4,4,Sổ hồng,3,5 m,13 m,Nhà trống,,,,,,
2.45 tỷ,67 m²,2,2,Sổ hồng,2,4.5 m,14.5 m,Nhà trống,,,,,,
3.39 tỷ,58 m²,2,2,Sổ hồng,2,5.4 m,10.5 m,Nhà trống,,,,,,
6.29 tỷ,97 m²,3,2,Sổ đỏ,2,5 m,19.3 m,Đang ở,,,,,,
2.28 tỷ,77 m²,3,2,Sổ đỏ,2,5 m,15 m,Nhà trống,,,,,,
2.35 tỷ,83 m²,2,2,Sổ đỏ,2,5.5 m,15 m,Nhà trống,,,,,,
6.65 tỷ,85 m²,3,4,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
9.9 tỷ,65 m²,4,4,Sổ hồng,3,5 m,13 m,Nhà trống,,,,,,
8.8 tỷ,58 m²,5,5,Sổ hồng,5+,4.5 m,14 m,Nhà trống,,,,,,
14.1 tỷ,210 m²,5,5,Sổ hồng,3,6.5 m,26 m,Đang ở,,,,,,
1.68 tỷ,31 m²,2,1,Sổ hồng,2,3 m,10 m,Nhà trống,,,,,,
3.75 tỷ,134 m²,5,5,Sổ hồng,3,6.4 m,22 m,Đang ở,,,,,,
10.8 tỷ,90 m²,1,2,Sổ đỏ,1,4.5 m,20 m,Nhà trống,,,,,,
8.2 tỷ,172 m²,2,1,Sổ đỏ,1,5 m,34 m,Đang ở,,,,,,
6.1 tỷ,95 m²,3,3,Sổ hồng,3,5 m,19.5 m,Đang ở,,,,,,
10.1 tỷ,50 m²,5,5,Sổ hồng,5+,4.3 m,11 m,Nhà trống,,,,,,
2.45 tỷ,93 m²,3,2,Sổ đỏ,2,5 m,18.5 m,Đang ở,,,,,,
2.85 tỷ,45 m²,3,3,Sổ đỏ,3,7 m,6.5 m,Nhà trống,,,,,,
3.75 tỷ,134 m²,5,5,Sổ hồng,3,6.4 m,22 m,Nhà trống,,,,,,
4.3 tỷ,100 m²,3,3,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
10.1 tỷ,50 m²,5,5,Sổ hồng,5+,4.3 m,11 m,Đang ở,,,,,,
3.85 tỷ,75 m²,3,2,Sổ hồng,2,5 m,15 m,Đang ở,,,,,,
3.05 tỷ,76 m²,2,1,Sổ đỏ,1,7 m,11 m,Nhà trống,,,,,,
6.1 tỷ,60 m²,3,2,Sổ đỏ,2,4 m,15 m,Đang ở,,,,,,
3.6 tỷ,125 m²,2,1,Sổ đỏ,2,5 m,25 m,Đang ở,,,,,,
3.9 tỷ,45 m²,3,3,Sổ đỏ,3,4 m,11 m,Đang ở,,,,,,
5.45 tỷ,55 m²,4,3,Sổ đỏ,2,3.7 m,15 m,Đang ở,,,,,,
4.99 tỷ,85 m²,3,2,Sổ hồng,2,5 m,17 m,Nhà trống,,,,,,
2.37 tỷ,33 m²,2,2,Sổ đỏ,3,7 m,4.7 m,Đang ở,,,,,,
2.54 tỷ,62 m²,2,2,Sổ hồng,2,5 m,12.8 m,Đang ở,,,,,,
3.5 tỷ,75 m²,2,2,Sổ hồng,2,5 m,15 m,Nhà trống,,,,,,
11.2 tỷ,128 m²,1,2,Sổ hồng,2,5.1 m,25.3 m,Nhà trống,,,,,,
8.8 tỷ,58 m²,5,5,Sổ hồng,5+,4.3 m,14 m,Nhà trống,,,,,,
5.3 tỷ,81 m²,3,2,Sổ hồng,2,4.5 m,19 m,Đang ở,,,,,,
5.6 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,19 m,Đang ở,,,,,,
3.1 tỷ,89 m²,3,2,Sổ đỏ,2,4.5 m,19.7 m,Đang ở,,,,,,
2.75 tỷ,63 m²,3,2,Sổ đỏ,2,4.5 m,14 m,Nhà trống,,,,,,
6.49 tỷ,101 m²,5,5,Sổ hồng,3,4.7 m,20 m,Nhà trống,,,,,,
2.45 tỷ,67 m²,2,2,Sổ hồng,2,4.5 m,14.5 m,Đang ở,,,,,,
4.2 tỷ,70 m²,3,3,Sổ hồng,3,5 m,14 m,Nhà trống,,,,,,
9.2 tỷ,105 m²,5,4,Sổ hồng,3,4 m,26 m,Nhà trống,,,,,,
6.1 tỷ,95 m²,2,3,Sổ đỏ,3,5 m,19 m,Đang ở,,,,,,
49.99 tỷ,450 m²,4,4,Sổ đỏ,2,15.2 m,20 m,Nhà trống,,,,,,
3.15 tỷ,36 m²,2,2,Sổ đỏ,2,4 m,9 m,Đang ở,,,,,,
5.45 tỷ,72 m²,3,4,Sổ đỏ,3,4.5 m,16 m,Đang ở,,,,,,
9.6 tỷ,95 m²,5,5,Sổ đỏ,5+,5 m,19 m,Đang ở,,,,,,
6 tỷ,95 m²,2,3,Sổ đỏ,3,5 m,19 m,Đang ở,,,,,,
2.65 tỷ,62 m²,3,2,Sổ đỏ,2,4.5 m,13.8 m,Đang ở,,,,,,
2.7 tỷ,72 m²,3,2,Sổ đỏ,2,4.5 m,16 m,Đang ở,,,,,,
6.5 tỷ,100 m²,5,5,Sổ hồng,3,4.5 m,20 m,Nhà trống,,,,,,
2.45 tỷ,67 m²,2,2,Sổ hồng,2,4.5 m,14.5 m,Nhà trống,,,,,,
1.55 tỷ,28 m²,2,2,Sổ hồng,2,3.1 m,9 m,Nhà trống,,,,,,
4.69 tỷ,93 m²,3,3,Sổ hồng,3,4.5 m,20 m,Nhà trống,,,,,,
5.5 tỷ,73 m²,3,2,Sổ hồng,2,5 m,14.5 m,Đang ở,,,,,,
2.45 tỷ,67 m²,2,2,Sổ hồng,2,4.5 m,15 m,Nhà trống,,,,,,
11 tỷ,123 m²,3,2,Sổ đỏ,2,5 m,24.6 m,Nhà trống,,,,,,
2.85 tỷ,65 m²,2,2,Sổ đỏ,2,5 m,13.5 m,Nhà trống,,,,,,
5.65 tỷ,70 m²,3,3,Sổ hồng,3,4.5 m,15.7 m,Đang ở,,,,,,
2.78 tỷ,50 m²,2,2,Sổ đỏ,2,3.6 m,13 m,Đang ở,,,,,,
5.6 tỷ,81 m²,4,3,Sổ hồng,3,4.5 m,18 m,Nhà trống,,,,,,
7.5 tỷ,90 m²,5,4,Sổ hồng,3,4.5 m,20 m,Nhà trống,,,,,,
9.5 tỷ,100 m²,4,4,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
5.15 tỷ,74 m²,4,5,Sổ đỏ,4,4.5 m,16.3 m,Nhà trống,,,,,,
1.89 tỷ,41 m²,2,1,Sổ đỏ,2,4 m,10 m,Nhà trống,,,,,,
4.35 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
3.19 tỷ,61 m²,3,3,Sổ đỏ,3,4.26 m,14.3 m,Đang ở,,,,,,
12.8 tỷ,116 m²,2,1,Sổ hồng,1,8 m,14.5 m,Đang ở,,,,,,
2.3 tỷ,36 m²,3,2,Sổ hồng,3,4.5 m,8 m,Đang ở,,,,,,
4.3 tỷ,190 m²,3,2,Sổ hồng,1,7 m,27 m,Nhà trống,,,,,,
3.2 tỷ,68 m²,3,3,Sổ đỏ,3,4.7 m,15 m,Đang ở,,,,,,
4.65 tỷ,54 m²,3,4,Sổ đỏ,3,4.5 m,12 m,Nhà trống,,,,,,
17 tỷ,150 m²,5,5,Sổ đỏ,5+,7 m,20 m,Đang ở,,,,,,
17 tỷ,150 m²,5,5,Sổ đỏ,5+,7 m,20 m,Nhà trống,,,,,,
4.35 tỷ,64 m²,4,3,Sổ hồng,3,3.6 m,18.3 m,Đang ở,,,,,,
10.99 tỷ,96 m²,3,3,Sổ hồng,2,5 m,19.5 m,Đang ở,,,,,,
15.2 tỷ,83 m²,5,4,Sổ hồng,4,5 m,15 m,Nhà trống,,,,,,
7.5 tỷ,90 m²,,,Sổ đỏ,,5 m,18 m,Nhà trống,,,,,,
6.5 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,18 m,Đang ở,,,,,,
6.5 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
13.45 tỷ,180 m²,4,5,Sổ hồng,2,10 m,18 m,Nhà trống,,,,,,
5.7 tỷ,100 m²,4,4,Sổ hồng,3,5.5 m,18 m,Nhà trống,,,,,,
17.5 tỷ,145 m²,5,5,Sổ hồng,5+,7 m,20.5 m,Đang ở,,,,,,
1.75 tỷ,24 m²,2,2,Sổ hồng,2,4 m,6 m,Đang ở,,,,,,
2.75 tỷ,42 m²,2,2,Sổ hồng,2,4.8 m,8 m,Nhà trống,,,,,,
3.15 tỷ,63 m²,3,3,Sổ đỏ,2,4.5 m,14 m,Nhà trống,,,,,,
20.5 tỷ,132 m²,5,5,Sổ hồng,5+,5 m,26 m,Đang ở,,,,,,
2.99 tỷ,76 m²,3,3,Sổ đỏ,2,5 m,15.1 m,Nhà trống,,,,,,
20.5 tỷ,131 m²,5,5,Sổ đỏ,5+,5 m,26 m,Đang ở,,,,,,
4.85 tỷ,72 m²,4,4,Sổ đỏ,3,4.5 m,16 m,Đang ở,,,,,,
4.2 tỷ,72 m²,2,1,Sổ hồng,1,4.5 m,16 m,Nhà trống,,,,,,
7.5 tỷ,190 m²,3,3,Sổ hồng,2,8.5 m,20 m,Nhà trống,,,,,,
12.99 tỷ,96 m²,4,3,Sổ hồng,3,5 m,19.5 m,Đang ở,,,,,,
2.75 tỷ,42 m²,2,2,Sổ hồng,2,4.8 m,8 m,Nhà trống,,,,,,
17.5 tỷ,145 m²,5,5,Sổ hồng,5+,7 m,20.5 m,Nhà trống,,,,,,
4.2 tỷ,72 m²,2,1,Sổ hồng,1,4.5 m,16 m,Nhà trống,,,,,,
6.85 tỷ,85 m²,4,4,Sổ hồng,3,5 m,17 m,Nhà trống,,,,,,
4.9 tỷ,49 m²,4,3,Sổ hồng,4,5.2 m,9 m,Đang ở,,,,,,
5.45 tỷ,55 m²,4,3,Sổ hồng,2,3.5 m,16 m,Nhà trống,,,,,,
4.9 tỷ,48 m²,4,3,Sổ hồng,4,5.2 m,9 m,Nhà trống,,,,,,
6.5 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
3.45 tỷ,43 m²,3,3,Sổ đỏ,4,4.4 m,9.8 m,Nhà trống,,,,,,
3.35 tỷ,41 m²,3,3,Sổ đỏ,3,4 m,10 m,Nhà trống,,,,,,
3.58 tỷ,67 m²,3,3,Sổ đỏ,3,5 m,13 m,Đang ở,,,,,,
2.35 tỷ,38 m²,3,3,Sổ hồng,3,5 m,8 m,Nhà trống,,,,,,
3.35 tỷ,42 m²,3,2,Sổ hồng,3,4 m,10.5 m,Đang ở,,,,,,
1.75 tỷ,26 m²,2,2,Sổ hồng,2,3.5 m,8 m,Nhà trống,,,,,,
4.9 tỷ,48 m²,4,3,Sổ hồng,4,5.2 m,9 m,Đang ở,,,,,,
3.2 tỷ,35 m²,2,2,Sổ đỏ,3,5 m,7 m,Nhà trống,,,,,,
2.45 tỷ,53 m²,2,2,Sổ đỏ,2,4 m,13 m,Đang ở,,,,,,
2.15 tỷ,31 m²,2,2,Sổ đỏ,2,4 m,8 m,Đang ở,,,,,,
4.3 tỷ,50 m²,4,3,Sổ đỏ,4,5 m,10 m,Nhà trống,,,,,,
2.35 tỷ,82 m²,2,1,Sổ đỏ,1,5.5 m,14.7 m,Đang ở,,,,,,
2.35 tỷ,70 m²,2,2,Sổ đỏ,,5.5 m,12.7 m,Nhà trống,,,,,,
5.85 tỷ,85 m²,3,3,Sổ hồng,4,5 m,17.51 m,Nhà trống,,,,,,
6.6 tỷ,95 m²,3,3,Sổ đỏ,3,5 m,19 m,Nhà trống,,,,,,
5.8 tỷ,81 m²,3,3,Sổ đỏ,3,4.5 m,18 m,Đang ở,,,,,,
4.6 tỷ,89 m²,,,Sổ đỏ,,,,Đang ở,,,,,,
4.75 tỷ,52 m²,4,5,Sổ hồng,3,4.5 m,12 m,Đang ở,,,,,,
1.67 tỷ,58 m²,2,1,Sổ hồng,2,4.5 m,12.8 m,Đang ở,,,,,,
1.95 tỷ,58 m²,3,1,Sổ hồng,2,4.5 m,12.9 m,Đang ở,,,,,,
1.95 tỷ,58 m²,3,1,Sổ hồng,2,4.5 m,12.8 m,Đang ở,,,,,,
4.5 tỷ,65 m²,2,2,Sổ đỏ,1,5 m,13 m,Đang ở,,,,,,
2.35 tỷ,70 m²,2,2,Sổ đỏ,,5.5 m,12.7 m,Nhà trống,,,,,,
25 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
4.5 tỷ,65 m²,2,2,Sổ đỏ,1,5 m,13 m,Nhà trống,,,,,,
3.1 tỷ,61 m²,3,2,Sổ đỏ,2,5.3 m,11.2 m,Đang ở,,,,,,
5.8 tỷ,90 m²,3,2,Sổ đỏ,2,6 m,15 m,Đang ở,,,,,,
10.99 tỷ,96 m²,3,3,Sổ hồng,2,5 m,19.5 m,Nhà trống,,,,,,
9.6 tỷ,62 m²,4,4,Sổ hồng,4,4 m,15.5 m,Đang ở,,,,,,
3.15 tỷ,36 m²,2,2,Sổ hồng,2,3.4 m,10.5 m,Nhà trống,,,,,,
2.68 tỷ,90 m²,2,1,Sổ hồng,1,7 m,13 m,Nhà trống,,,,,,
3.45 tỷ,43 m²,2,3,Sổ hồng,4,6 m,7.2 m,Nhà trống,,,,,,
8.95 tỷ,100 m²,4,5,Sổ đỏ,3,6 m,18 m,Nhà trống,,,,,,
4.35 tỷ,45 m²,2,2,Sổ hồng,3,3.5 m,12 m,Đang ở,,,,,,
5.3 tỷ,56 m²,3,3,Sổ hồng,3,4 m,16 m,Nhà trống,,,,,,
9.6 tỷ,62 m²,4,4,Sổ hồng,4,4 m,15.5 m,Đang ở,,,,,,
4.3 tỷ,67 m²,2,2,Sổ hồng,2,4.5 m,15.5 m,Đang ở,,,,,,
16.95 tỷ,125 m²,5,5,Sổ hồng,4,5 m,25 m,Nhà trống,,,,,,
2.35 tỷ,54 m²,2,1,Sổ hồng,1,4.5 m,12 m,Nhà trống,,,,,,
7.9 tỷ,82 m²,4,3,Sổ hồng,3,5.1 m,16 m,Đang ở,,,,,,
2.15 tỷ,31 m²,2,2,Sổ hồng,2,3.9 m,7.6 m,Đang ở,,,,,,
5.3 tỷ,121 m²,3,4,Sổ đỏ,2,7 m,17.5 m,Đang ở,,,,,,
14.5 tỷ,71 m²,3,4,Sổ đỏ,4,4.2 m,17 m,Nhà trống,,,,,,
7 tỷ,100 m²,4,4,Sổ hồng,3,3.3 m,30 m,Nhà trống,,,,,,
12 tỷ,155 m²,,,Sổ đỏ,,8 m,20 m,Nhà trống,,,,,,
28 tỷ,200 m²,,,Sổ hồng,,10 m,20 m,Nhà trống,,,,,,
1.88 tỷ,40 m²,2,2,Sổ hồng,2,8 m,5 m,Đang ở,,,,,,
21.2 tỷ,212 m²,5,5,Sổ hồng,3,10 m,21.2 m,Nhà trống,,,,,,
7 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Nhà trống,,,,,,
16.95 tỷ,125 m²,5,5,Sổ hồng,4,5 m,25 m,Đang ở,,,,,,
12.5 tỷ,83 m²,3,4,Sổ hồng,2,4.5 m,18.4 m,Đang ở,,,,,,
2.7 tỷ,40 m²,3,3,Sổ đỏ,3,5 m,8 m,Nhà trống,,,,,,
6.2 tỷ,96 m²,3,3,Sổ đỏ,3,4.5 m,21.5 m,Đang ở,,,,,,
11 tỷ,175 m²,4,5,Sổ hồng,3,6.5 m,28 m,Nhà trống,,,,,,
6.7 tỷ,100 m²,4,3,Sổ hồng,3,5 m,20 m,Nhà trống,,,,,,
2.48 tỷ,42 m²,4,3,Sổ hồng,3,8 m,5 m,Nhà trống,,,,,,
1.78 tỷ,49 m²,1,2,Sổ hồng,1,4 m,12 m,Nhà trống,,,,,,
2.69 tỷ,40 m²,3,3,Sổ hồng,3,5 m,8 m,Đang ở,,,,,,
2.69 tỷ,58 m²,4,5,Sổ hồng,3,4.5 m,12 m,Đang ở,,,,,,
2.8 tỷ,61 m²,3,2,Sổ đỏ,2,,,Nhà trống,,,,,,
5.1 tỷ,122 m²,3,4,Sổ đỏ,3,5 m,25 m,Đang ở,,,,,,
2.6 tỷ,51 m²,2,2,Sổ hồng,2,7.5 m,6.6 m,Đang ở,,,,,,
18 tỷ,200 m²,5,5,Sổ đỏ,5+,10 m,20 m,Nhà trống,,,,,,
17.5 tỷ,210 m²,5,5,Sổ đỏ,4,5 m,42 m,Nhà trống,,,,,,
5.7 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
2.17 tỷ,72 m²,2,1,Sổ hồng,1,3.6 m,20 m,Đang ở,,,,,,
3.3 tỷ,117 m²,5,5,Sổ hồng,1,4 m,28 m,Nhà trống,,,,,,
11.5 tỷ,60 m²,3,3,Sổ hồng,3,4.3 m,14.6 m,Đang ở,,,,,,
2.65 tỷ,43 m²,2,2,Sổ hồng,2,5.8 m,8.4 m,Nhà trống,,,,,,
2.15 tỷ,156 m²,4,2,Sổ hồng,1,5 m,31 m,Đang ở,,,,,,
3.45 tỷ,105 m²,4,4,Sổ hồng,1,5 m,21 m,Đang ở,,,,,,
4.69 tỷ,90 m²,2,2,Sổ hồng,2,4.5 m,20 m,Nhà trống,,,,,,
20 tỷ,153 m²,5,5,Sổ hồng,5+,15.3 m,10 m,Nhà trống,,,,,,
5.7 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,18 m,Đang ở,,,,,,
2.45 tỷ,41 m²,3,2,Sổ hồng,2,4 m,10.2 m,Nhà trống,,,,,,
8 tỷ,122 m²,5,4,Sổ hồng,4,7.5 m,16 m,Đang ở,,,,,,
20 tỷ,153 m²,5,5,Sổ hồng,5+,15.3 m,10 m,Nhà trống,,,,,,
2.4 tỷ,75 m²,3,2,Sổ hồng,2,6.3 m,12 m,,,Hẻm,Đã qua sử dụng,4 m,,
2.45 tỷ,43 m²,2,3,Sổ đỏ,2,3.6 m,12 m,Đang ở,,,,,,
5.3 tỷ,100 m²,3,2,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
8 tỷ,122 m²,5,4,Sổ hồng,4,7.5 m,16 m,Đang ở,,,,,,
11.9 tỷ,130 m²,4,3,Sổ đỏ,4,6 m,22 m,Đang ở,,Mặt tiền,Đã qua sử dụng,15 m,Đông Nam,Biệt thự
2.55 tỷ,96 m²,3,2,Sổ hồng,2,4.5 m,20.7 m,Nhà trống,,,,,,
4.5 tỷ,60 m²,4,5,Sổ đỏ,4,5 m,11.5 m,Nhà trống,,,,,,
3.15 tỷ,51 m²,3,3,Sổ đỏ,3,6.7 m,7.6 m,Nhà trống,,,,,,
5.75 tỷ,80 m²,3,3,Sổ hồng,2,5 m,16 m,Nhà trống,,,,,,
3.95 tỷ,70 m²,3,2,Sổ hồng,2,5 m,14 m,Nhà trống,,,,,,
3.5 tỷ,48 m²,2,2,Sổ hồng,2,4 m,14 m,Nhà trống,,,,,,
2.78 tỷ,50 m²,2,2,Sổ hồng,2,3.6 m,12 m,Đang ở,,,,,,
4.5 tỷ,65 m²,2,2,Sổ hồng,2,4.6 m,14 m,Nhà trống,,,,,,
2.4 tỷ,75 m²,3,2,Sổ hồng,2,6.3 m,12 m,Đang ở,,Hẻm,Đã qua sử dụng,6 m,,
5.2 tỷ,121 m²,3,3,Sổ đỏ,3,6.2 m,19.6 m,Đang ở,,,,,,
2.75 tỷ,91 m²,3,2,Sổ đỏ,2,4.1 m,22.1 m,Đang ở,,,,,,
3.6 tỷ,78 m²,3,2,Sổ đỏ,2,6 m,13 m,Nhà trống,,,,,,
5.3 tỷ,100 m²,3,2,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
7.3 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Nhà trống,,,,,,
6 tỷ,124 m²,,,Sổ đỏ,1,5 m,26 m,Đang ở,,,,,,
1.78 tỷ,43 m²,2,2,Sổ đỏ,2,4 m,14 m,Nhà trống,,,,,,
3.4 tỷ,58 m²,2,2,Sổ hồng,2,5.4 m,10.5 m,Đang ở,,,,,,
3.7 tỷ,91 m²,4,3,Sổ đỏ,3,4 m,22.8 m,Đang ở,,,,,,
3.6 tỷ,78 m²,3,2,Sổ hồng,2,6 m,13 m,Đang ở,,,,,,
2.75 tỷ,48 m²,3,2,Sổ đỏ,2,7 m,7 m,Đang ở,,,,,,
5.2 tỷ,87 m²,3,2,Sổ đỏ,,,,Đang ở,,,,,,
3.7 tỷ,91 m²,3,3,Sổ hồng,3,4 m,22 m,Nhà trống,,,,,,
2.45 tỷ,41 m²,3,2,Sổ hồng,2,4 m,10.2 m,Nhà trống,,,,,,
4.28 tỷ,100 m²,3,3,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
3.3 tỷ,158 m²,3,2,Sổ đỏ,2,,,Nhà trống,,,,,,
4.25 tỷ,100 m²,,,Sổ đỏ,3,1 m,1 m,Đang ở,,,,,,
6.2 tỷ,90 m²,3,2,Sổ hồng,2,5.5 m,17 m,Nhà trống,,,,,,
5.7 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
2.95 tỷ,64 m²,3,3,Sổ đỏ,3,8.2 m,7.8 m,Nhà trống,,,,,,
7.3 tỷ,88 m²,5,5,Sổ đỏ,3,7 m,12.5 m,Nhà trống,,,,,,
12.5 tỷ,109 m²,4,4,Sổ đỏ,3,6 m,20 m,Nhà trống,,,,,,
2.55 tỷ,98 m²,3,1,Sổ đỏ,1,6.15 m,15.9 m,Nhà trống,,,,,,
3.15 tỷ,37 m²,3,3,Sổ đỏ,3,3 m,12.5 m,Đang ở,,,,,,
6.6 tỷ,180 m²,5,5,Sổ đỏ,1,5 m,35 m,Nhà trống,,,,,,
3.6 tỷ,50 m²,2,2,Sổ hồng,2,4.3 m,12.7 m,Nhà trống,,,,,,
3.6 tỷ,50 m²,2,2,Sổ hồng,2,4.3 m,12.7 m,Đang ở,,,,,,
9.8 tỷ,134 m²,4,4,Sổ đỏ,3,5.3 m,23 m,Đang ở,,,,,,
6.3 tỷ,118 m²,4,4,Sổ đỏ,2,4.8 m,25 m,Nhà trống,,,,,,
6.95 tỷ,110 m²,3,3,Sổ đỏ,3,4.5 m,24 m,Nhà trống,,Mặt tiền,Đã qua sử dụng,10.5 m,,Nhà cấp 3
1.89 tỷ,30 m²,2,2,Sổ hồng,2,3.9 m,8 m,Nhà trống,,,,,,
2.37 tỷ,33 m²,2,2,Sổ hồng,2,7 m,4.7 m,Đang ở,,,,,,
4.99 tỷ,85 m²,3,2,Sổ hồng,2,5 m,17 m,Đang ở,,,,,,
3.19 tỷ,61 m²,3,3,Sổ đỏ,3,4.26 m,14.3 m,Đang ở,,,,,,
3.58 tỷ,67 m²,3,3,Sổ đỏ,3,5 m,13 m,Nhà trống,,,,,,
2.75 tỷ,48 m²,3,2,Sổ hồng,2,7 m,7 m,Đang ở,,,,,,
1.52 tỷ,44 m²,2,1,Sổ hồng,1,3.8 m,12 m,Nhà trống,,,,,,
9.6 tỷ,200 m²,4,4,Sổ đỏ,2,10 m,20 m,Nhà trống,,,,,,
38 tỷ,200 m²,5,5,Sổ đỏ,5+,17 m,12 m,Đang ở,,,,,,
1.89 tỷ,30 m²,2,2,Sổ hồng,2,3.9 m,8 m,Đang ở,,,,,,
5.7 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,18 m,Đang ở,,,,,,
3.4 tỷ,58 m²,2,2,Sổ hồng,2,5.4 m,10.5 m,Đang ở,,,,,,
4.3 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,201 m,Đang ở,,,,,,
38 tỷ,200 m²,5,5,Sổ đỏ,5+,17 m,12 m,Nhà trống,,,,,,
3.05 tỷ,50 m²,3,2,Sổ đỏ,3,4.46 m,10.7 m,Nhà trống,,,,,,
7.2 tỷ,160 m²,3,3,Sổ hồng,2,7 m,23 m,Nhà trống,,,,,,
2.37 tỷ,33 m²,2,2,Sổ hồng,2,7 m,4.7 m,Đang ở,,,,,,
100 tỷ,460 m²,5,5,Sổ đỏ,5+,20 m,23 m,Nhà trống,,,,,,
125 tỷ,230 m²,5,5,Sổ đỏ,5+,10 m,23 m,Đang ở,,,,,,
4.3 tỷ,50 m²,1,2,Sổ đỏ,2,7 m,7.1 m,Nhà trống,,,,,,
8.4 tỷ,200 m²,2,1,Sổ đỏ,1,8 m,24 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,Đông Bắc,Nhà cấp 2
5.7 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,18 m,Nhà trống,,,,,,
1.35 tỷ,15 m²,2,1,Sổ hồng,2,3 m,5 m,Nhà trống,,,,,,
3.4 tỷ,58 m²,2,2,Sổ hồng,2,5.4 m,10.5 m,Đang ở,,,,,,
1.65 tỷ,32 m²,1,1,Sổ hồng,1,4 m,8 m,Đang ở,,,,,,
12.5 tỷ,100 m²,3,,Sổ hồng,3,,,Nhà trống,,,,,,
2.45 tỷ,72 m²,3,2,Sổ đỏ,2,4.2 m,17 m,Nhà trống,,,,,,
2.4 tỷ,70 m²,3,2,Sổ hồng,2,4 m,17 m,Nhà trống,,,,,,
26.5 tỷ,90 m²,5,5,Sổ hồng,5+,5 m,18 m,Đang ở,,,,,,
5.5 tỷ,100 m²,3,4,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
1.85 tỷ,40 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
5.5 tỷ,72 m²,3,2,Sổ hồng,2,4.5 m,16 m,Đang ở,,,,,,
7 tỷ,148 m²,3,3,Sổ đỏ,3,5 m,30 m,Đang ở,,,,,,
4.39 tỷ,52 m²,4,3,Sổ hồng,3,4.8 m,11 m,Đang ở,,,,,,
2.19 tỷ,53 m²,2,2,Sổ hồng,2,3.2 m,16 m,Đang ở,,,,,,
1.95 tỷ,52 m²,1,1,Sổ hồng,1,6 m,8.5 m,Nhà trống,,,,,,
10.5 tỷ,156 m²,5,5,Sổ đỏ,3,5 m,31 m,Nhà trống,,,,,,
26.5 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Nhà trống,,,,,,
3.3 tỷ,99 m²,3,2,Sổ hồng,2,10 m,10 m,Nhà trống,,,,,,
1.69 tỷ,32 m²,1,1,Sổ hồng,1,4 m,8 m,Nhà trống,,,,,,
5.7 tỷ,81 m²,3,3,Sổ hồng,3,4.5 m,18 m,Nhà trống,,,,,,
2.17 tỷ,72 m²,2,1,Sổ hồng,1,3.6 m,20 m,Đang ở,,,,,,
